review_text,sentiment
Extremely poor service. The customer service needs urgent improvement.,negative
"Nothing to complain about, but the battery life wasn’t great either.",neutral
"The bikes were decent, but the availability was just okay.",neutral
An average experience. The availability worked as expected.,neutral
Long wait times and the pricing was awful.,negative
A typical rental experience with a decent battery life.,neutral
"Frustrating process, and the battery life was not working properly.",negative
Worst experience ever. The seat comfort ruined the entire ride.,negative
Extremely poor service. The bike condition needs urgent improvement.,negative
A decent ride but not the best availability.,neutral
Bikes were in terrible condition. The pricing was a nightmare.,negative
"The entire process was easy, and the bike condition was high quality.",positive
Standard rental process. The pricing was acceptable.,neutral
A decent ride but not the best seat comfort.,neutral
Everything from the booking to the ride was flawless. Loved the battery life.,positive
Too expensive for such poor quality support staff.,negative
"Nothing to complain about, but the battery life wasn’t great either.",neutral
"A seamless process, and the return process was perfect.",positive
Horrible experience. The pricing needs to be replaced immediately.,negative
The return process was okay. Nothing special.,neutral
"The entire process was easy, and the pricing was high quality.",positive
"The entire process was easy, and the rental station was high quality.",positive
Extremely poor service. The mobile app needs urgent improvement.,negative
Superb experience renting bikes. The bike condition was outstanding.,positive
"Fast, friendly, and fun. The return process was impressive!",positive
A typical rental experience with a decent bike condition.,neutral
Long wait times and the pricing was awful.,negative
An average experience. The customer service worked as expected.,neutral
One of the best bike rentals I’ve had. The mobile app made it even better.,positive
Absolutely loved the support staff! The experience was fantastic.,positive
Long wait times and the battery life was awful.,negative
"The mobile app was well-maintained, and the rental was smooth.",positive
"Nothing went smoothly, especially the mobile app.",negative
The availability was okay. Nothing special.,neutral
Absolutely loved the pricing! The experience was fantastic.,positive
One of the best bike rentals I’ve had. The mobile app made it even better.,positive
"The entire process was easy, and the return process was high quality.",positive
"Everything was fine, but the support staff could be improved.",neutral
